title,artist,average characters,uniqueness,num long words,im,like,na,got,oh,know,dont,love,get,go,baby,let,girl,make,wan,yeah,want,youre,cause,see,one,cant,gon,say,aint,time,never,right,take,way
take you there,sean kingston,4.40655737705,0.272131147541,0.0,0.0,0.00983606557377,0.00327868852459,0.00327868852459,0.0,0.00983606557377,0.0360655737705,0.00327868852459,0.0,0.0131147540984,0.0393442622951,0.0131147540984,0.0,0.0131147540984,0.0,0.0,0.0,0.0,0.00983606557377,0.0,0.00327868852459,0.0,0.0,0.00327868852459,0.0,0.0,0.0,0.0,0.0,0.16393442623,0.0
paper planes,mia,4.90099009901,0.425742574257,0.0,0.0,0.00990099009901,0.039603960396,0.0594059405941,0.0148514851485,0.0,0.0,0.0,0.0,0.029702970297,0.0049504950495,0.0,0.00990099009901,0.0,0.00990099009901,0.0594059405941,0.0049504950495,0.0,0.0,0.0,0.0,0.019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594059405941,0.0
hot n cold,katy perry,4.79512195122,0.321951219512,0.0,0.0,0.0,0.019512195122,0.00487804878049,0.00487804878049,0.0,0.00975609756098,0.0390243902439,0.00487804878049,0.00487804878049,0.0,0.0,0.0,0.00975609756098,0.019512195122,0.0,0.00487804878049,0.0390243902439,0.307317073171,0.0,0.0,0.0,0.00487804878049,0.00487804878049,0.00487804878049,0.0,0.0,0.0,0.019512195122,0.0,0.0
live your life,ti featuring rihanna,4.33648393195,0.4404536862,0.0,0.0,0.0189035916824,0.00189035916824,0.0151228733459,0.0170132325142,0.0321361058601,0.0113421550095,0.00378071833648,0.00567107750473,0.00378071833648,0.00567107750473,0.00189035916824,0.00189035916824,0.0,0.00756143667297,0.00378071833648,0.0,0.00189035916824,0.00756143667297,0.0151228733459,0.00945179584121,0.0,0.00189035916824,0.0132325141777,0.00756143667297,0.00945179584121,0.00567107750473,0.00945179584121,0.00189035916824,0.00945179584121,0.00945179584121
bust it baby part 2,plies featuring neyo,4.64556962025,0.487341772152,0.0,0.0,0.00632911392405,0.00632911392405,0.00949367088608,0.0253164556962,0.0,0.0601265822785,0.00949367088608,0.0221518987342,0.0158227848101,0.00316455696203,0.0348101265823,0.00949367088608,0.00316455696203,0.00316455696203,0.00632911392405,0.00632911392405,0.0,0.00316455696203,0.00316455696203,0.00316455696203,0.00949367088608,0.0,0.00949367088608,0.00949367088608,0.0,0.0,0.00632911392405,0.00316455696203,0.0,0.0
american boy,estelle featuring kanye west,4.58997050147,0.557522123894,0.0,0.0,0.0117994100295,0.0353982300885,0.00294985250737,0.0,0.0,0.0147492625369,0.00884955752212,0.0324483775811,0.00589970501475,0.023598820059,0.00294985250737,0.00884955752212,0.0,0.0,0.0,0.0,0.0176991150442,0.00589970501475,0.00589970501475,0.0176991150442,0.00294985250737,0.0,0.00294985250737,0.00294985250737,0.00884955752212,0.0,0.00294985250737,0.00589970501475,0.0206489675516,0.00294985250737
got money,lil wayne featuring tpain,4.27223719677,0.415094339623,0.0,0.0,0.00808625336927,0.0215633423181,0.00539083557951,0.00808625336927,0.0,0.0134770889488,0.00269541778976,0.00539083557951,0.0,0.00539083557951,0.00539083557951,0.0,0.0,0.0188679245283,0.00539083557951,0.0242587601078,0.0,0.00269541778976,0.00539083557951,0.0134770889488,0.00539083557951,0.0,0.0,0.00808625336927,0.0134770889488,0.0,0.00539083557951,0.00539083557951,0.010781671159,0.0700808625337
our song,taylor swift,4.8087431694,0.524590163934,0.0,0.0,0.0,0.0,0.0,0.0273224043716,0.016393442623,0.016393442623,0.0218579234973,0.0,0.0,0.0,0.00546448087432,0.0,0.0,0.0,0.0,0.00546448087432,0.0,0.0,0.016393442623,0.0,0.0,0.0,0.0,0.0109289617486,0.0,0.0,0.0,0.0,0.0,0.0218579234973
damaged,danity kane,4.73122529644,0.288537549407,0.0,0.0,0.0,0.0,0.0671936758893,0.0276679841897,0.0,0.0395256916996,0.0,0.0,0.0,0.0,0.0158102766798,0.0158102766798,0.0,0.0,0.00395256916996,0.0,0.0,0.0,0.0158102766798,0.0,0.0197628458498,0.0,0.0632411067194,0.0,0.0,0.00790513833992,0.0,0.0,0.0,0.0
a milli,lil wayne,4.64306784661,0.6401179941,0.0,0.0,0.0324483775811,0.0294985250737,0.0,0.0176991150442,0.0,0.0,0.0265486725664,0.0,0.0,0.00589970501475,0.0,0.0,0.00294985250737,0.0,0.0,0.00294985250737,0.00294985250737,0.00294985250737,0.0147492625369,0.00589970501475,0.00294985250737,0.0147492625369,0.0,0.00589970501475,0.023598820059,0.00294985250737,0.00294985250737,0.0,0.0,0.0
sorry,buckcherry,4.22784810127,0.373417721519,0.0,0.0,0.126582278481,0.0,0.0,0.0,0.0126582278481,0.0189873417722,0.0,0.0379746835443,0.0126582278481,0.0189873417722,0.0316455696203,0.0,0.0,0.0379746835443,0.0,0.0126582278481,0.0126582278481,0.0126582278481,0.0126582278481,0.0126582278481,0.0,0.0189873417722,0.0,0.0253164556962,0.0,0.0126582278481,0.0189873417722,0.0189873417722,0.0189873417722,0.0253164556962
independent,webbie featuring lil boosie and lil phat,4.62295081967,0.51912568306,0.0,0.0,0.0,0.0245901639344,0.0,0.0546448087432,0.00273224043716,0.0273224043716,0.016393442623,0.00546448087432,0.00819672131148,0.00819672131148,0.00546448087432,0.0,0.0,0.00546448087432,0.0,0.00273224043716,0.00273224043716,0.0,0.00273224043716,0.0,0.0,0.0,0.0,0.00273224043716,0.0464480874317,0.00273224043716,0.00273224043716,0.0,0.00546448087432,0.00273224043716
like youll never see me again,alicia keys,4.75625,0.35625,0.0,0.0,0.00625,0.05625,0.025,0.0,0.03125,0.0375,0.03125,0.03125,0.0,0.0,0.00625,0.0,0.0,0.0,0.025,0.0,0.00625,0.00625,0.0125,0.04375,0.0,0.0,0.0,0.0,0.0,0.0875,0.04375,0.0,0.0125,0.0
when i grow up,pussycat dolls,4.63363363363,0.273273273273,0.0,0.0,0.00600600600601,0.00600600600601,0.0720720720721,0.003003003003,0.0,0.027027027027,0.012012012012,0.0,0.0750750750751,0.00600600600601,0.0,0.0,0.0,0.0,0.0720720720721,0.0,0.00900900900901,0.0,0.033033033033,0.03003003003,0.015015015015,0.0,0.0,0.012012012012,0.00600600600601,0.00600600600601,0.0,0.0,0.0,0.0
sexual eruption,snoop dogg,4.66666666667,0.497716894977,0.0,0.0,0.027397260274,0.00456621004566,0.027397260274,0.013698630137,0.0,0.0182648401826,0.013698630137,0.0,0.027397260274,0.0182648401826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013698630137,0.00913242009132,0.00456621004566,0.0,0.0456621004566,0.00456621004566,0.00456621004566,0.00913242009132,0.0,0.00456621004566,0.0228310502283,0.0
what you got,colby odonis featuring akon,4.65606936416,0.338150289017,0.0,0.0,0.0028901734104,0.00867052023121,0.0115606936416,0.0664739884393,0.0,0.0491329479769,0.0173410404624,0.00867052023121,0.00578034682081,0.0,0.00578034682081,0.0,0.0462427745665,0.0,0.0115606936416,0.0,0.0115606936416,0.0173410404624,0.0115606936416,0.0115606936416,0.0,0.00578034682081,0.0,0.00578034682081,0.0,0.0,0.0028901734104,0.0115606936416,0.00578034682081,0.014450867052
its not my time,3 doors down,4.94214876033,0.471074380165,0.0,0.0,0.0578512396694,0.00826446280992,0.00826446280992,0.0,0.0247933884298,0.0495867768595,0.0,0.0,0.0,0.0247933884298,0.0,0.0,0.0,0.0,0.0,0.00826446280992,0.0,0.0,0.00826446280992,0.0,0.0,0.0,0.00826446280992,0.0,0.0,0.0495867768595,0.0,0.0,0.00826446280992,0.0
better in time,leona lewis,4.85863874346,0.429319371728,0.0,0.0,0.0418848167539,0.0,0.020942408377,0.0,0.0471204188482,0.020942408377,0.00523560209424,0.0261780104712,0.0418848167539,0.00523560209424,0.0,0.0104712041885,0.0,0.0,0.0,0.020942408377,0.00523560209424,0.0,0.0,0.00523560209424,0.00523560209424,0.00523560209424,0.020942408377,0.0,0.0,0.0366492146597,0.0,0.0,0.0,0.0
shadow of the day,linkin park,5.04411764706,0.411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647059
sweetest girl dollar bill,wyclef jean featuring akon lil wayne and niia,4.90375586854,0.394366197183,0.0,0.0,0.0140845070423,0.0211267605634,0.0140845070423,0.0140845070423,0.0,0.0117370892019,0.0093896713615,0.0,0.00704225352113,0.00234741784038,0.0,0.0,0.0140845070423,0.0093896713615,0.0140845070423,0.00469483568075,0.0,0.0,0.0093896713615,0.00469483568075,0.0,0.0,0.0,0.0,0.00234741784038,0.00469483568075,0.00234741784038,0.00234741784038,0.00234741784038,0.0
miss independent,neyo,5.12556053812,0.403587443946,0.0,0.0,0.0,0.0224215246637,0.0,0.0582959641256,0.0179372197309,0.0,0.0134529147982,0.0313901345291,0.00448430493274,0.0,0.0,0.0,0.0134529147982,0.00448430493274,0.0,0.116591928251,0.00448430493274,0.00896860986547,0.0,0.0,0.0,0.00896860986547,0.0,0.00448430493274,0.00448430493274,0.0179372197309,0.0,0.0,0.0,0.0179372197309
fall for you,secondhand serenade,5.37795275591,0.472440944882,0.0,0.0,0.00787401574803,0.0314960629921,0.0,0.0,0.0,0.0157480314961,0.0393700787402,0.0,0.0,0.0,0.0,0.0,0.0314960629921,0.0314960629921,0.0,0.0,0.0,0.0314960629921,0.00787401574803,0.0314960629921,0.0,0.0,0.0,0.0,0.0,0.0,0.00787401574803,0.0,0.0,0.00787401574803
in the ayer,flo rida featuring william,4.55835962145,0.416403785489,0.0,0.0,0.01261829653,0.01261829653,0.00315457413249,0.018927444795,0.00315457413249,0.0,0.0220820189274,0.00630914826498,0.01261829653,0.0157728706625,0.00946372239748,0.0,0.0,0.0283911671924,0.0,0.0,0.00315457413249,0.0,0.0,0.00315457413249,0.0,0.0,0.00315457413249,0.0,0.00315457413249,0.0,0.0,0.0,0.00315457413249,0.0
say,john mayer,4.39622641509,0.314465408805,0.0,0.0,0.0,0.0062893081761,0.0,0.0,0.0,0.0062893081761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062893081761,0.0,0.0,0.314465408805,0.0,0.0,0.0062893081761,0.0,0.0125786163522,0.0
one step at a time,jordin sparks,5.03723404255,0.404255319149,0.0,0.0,0.0,0.0212765957447,0.0425531914894,0.00531914893617,0.0,0.0212765957447,0.0,0.0212765957447,0.0159574468085,0.0,0.0,0.0,0.0,0.0159574468085,0.0106382978723,0.0,0.0,0.0372340425532,0.0,0.0,0.0425531914894,0.0159574468085,0.031914893617,0.0,0.0,0.0265957446809,0.0,0.0,0.0,0.00531914893617
hate that i love you,rihanna featuring neyo,4.39459459459,0.416216216216,0.0,0.0,0.0,0.00540540540541,0.00540540540541,0.0,0.0108108108108,0.027027027027,0.00540540540541,0.0864864864865,0.0,0.0216216216216,0.0,0.027027027027,0.0162162162162,0.0216216216216,0.00540540540541,0.0432432432432,0.00540540540541,0.0,0.0,0.0,0.0162162162162,0.0594594594595,0.0,0.0,0.00540540540541,0.0,0.0,0.0,0.00540540540541,0.00540540540541
superstar,lupe fiasco featuring matthew santos,4.70414201183,0.58875739645,0.0,0.0,0.00295857988166,0.0147928994083,0.0236686390533,0.00295857988166,0.0591715976331,0.00887573964497,0.00887573964497,0.0,0.00887573964497,0.00591715976331,0.0,0.0,0.0,0.0,0.0177514792899,0.0118343195266,0.0147928994083,0.0,0.0118343195266,0.00591715976331,0.00591715976331,0.0,0.00591715976331,0.0236686390533,0.0147928994083,0.00295857988166,0.0,0.0,0.00887573964497,0.0
suffocate,j holiday,4.82648401826,0.433789954338,0.0,0.0,0.041095890411,0.00456621004566,0.00456621004566,0.013698630137,0.0,0.0,0.0,0.041095890411,0.0,0.00913242009132,0.0,0.0,0.00456621004566,0.0,0.00456621004566,0.0,0.0,0.0547945205479,0.00456621004566,0.00913242009132,0.0,0.0958904109589,0.00456621004566,0.0,0.0,0.00913242009132,0.00456621004566,0.0,0.027397260274,0.0
let it rock,kevin rudolf featuring lil wayne,4.75877192982,0.55701754386,0.0,0.0,0.0175438596491,0.0350877192982,0.00438596491228,0.00438596491228,0.0,0.0,0.0,0.0,0.00877192982456,0.00438596491228,0.0,0.0745614035088,0.0,0.0175438596491,0.0,0.0,0.0,0.0,0.0,0.00438596491228,0.0,0.00438596491228,0.00438596491228,0.00438596491228,0.0,0.0131578947368,0.0,0.0,0.0263157894737,0.00438596491228
get like me,david banner featuring chris brown,4.93647058824,0.472941176471,0.0,0.0,0.0117647058824,0.0470588235294,0.00470588235294,0.0188235294118,0.0,0.00705882352941,0.00470588235294,0.0,0.0211764705882,0.0,0.0,0.00235294117647,0.00235294117647,0.00235294117647,0.0,0.0,0.0,0.0,0.0,0.00470588235294,0.0,0.00235294117647,0.00470588235294,0.00941176470588,0.00470588235294,0.00235294117647,0.0,0.0,0.00235294117647,0.0
realize,colbie caillat,5.27433628319,0.353982300885,0.0,0.0,0.00884955752212,0.0,0.0176991150442,0.0,0.0176991150442,0.0,0.00884955752212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353982300885,0.0176991150442,0.0,0.0,0.0353982300885,0.0796460176991,0.0,0.00884955752212,0.0176991150442
put on,young jeezy featuring kanye west,4.50122249389,0.425427872861,0.0,0.0,0.0146699266504,0.0146699266504,0.0,0.0122249388753,0.0,0.0195599022005,0.0146699266504,0.0,0.00733496332518,0.00488997555012,0.0,0.00733496332518,0.00244498777506,0.0,0.0,0.00488997555012,0.00244498777506,0.0,0.00733496332518,0.0171149144254,0.00488997555012,0.00244498777506,0.0,0.00488997555012,0.00733496332518,0.0,0.0,0.00244498777506,0.0,0.00244498777506
the time of my life,david cook,4.73015873016,0.563492063492,0.0,0.0,0.031746031746,0.0,0.0,0.0,0.0,0.047619047619,0.0,0.00793650793651,0.0,0.00793650793651,0.0,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.15873015873,0.0,0.0,0.0,0.0
lolli lolli pop that body,three 6 mafia,4.43539325843,0.424157303371,0.0,0.0,0.0224719101124,0.00842696629213,0.00280898876404,0.00561797752809,0.0,0.00561797752809,0.00561797752809,0.00280898876404,0.00280898876404,0.00280898876404,0.0,0.00280898876404,0.00561797752809,0.0449438202247,0.00280898876404,0.0,0.0,0.0,0.00280898876404,0.0308988764045,0.00280898876404,0.00280898876404,0.0,0.0,0.00280898876404,0.00280898876404,0.0,0.0,0.0,0.00280898876404
love like this,natasha bedingfield featuring sean kingston,4.38666666667,0.323333333333,0.0,0.0,0.0133333333333,0.07,0.00333333333333,0.0,0.0266666666667,0.0166666666667,0.00333333333333,0.0866666666667,0.0,0.01,0.01,0.0266666666667,0.0,0.00666666666667,0.00333333333333,0.0,0.0,0.0133333333333,0.0,0.00333333333333,0.0133333333333,0.0,0.0,0.0266666666667,0.0,0.0,0.08,0.0,0.00666666666667,0.0
burnin up,jonas brothers featuring big rob,5.02580645161,0.516129032258,0.0,0.0,0.0709677419355,0.00645161290323,0.0,0.0193548387097,0.0,0.0129032258065,0.0129032258065,0.0,0.00645161290323,0.00645161290323,0.0451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.00645161290323,0.0258064516129,0.00645161290323,0.0,0.00645161290323,0.0,0.0,0.0,0.0,0.0,0.00645161290323,0.0,0.0
love lockdown,kanye west,4.43231441048,0.331877729258,0.0,0.0,0.0436681222707,0.0,0.00873362445415,0.0262008733624,0.0,0.0174672489083,0.00873362445415,0.10480349345,0.0,0.00873362445415,0.00436681222707,0.0,0.0,0.0,0.00873362445415,0.0,0.0,0.0,0.0,0.00873362445415,0.00873362445415,0.0174672489083,0.0,0.0,0.0,0.0174672489083,0.0174672489083,0.0,0.00436681222707,0.0436681222707
crush,david archuleta,5.48192771084,0.427710843373,0.0,0.0,0.0180722891566,0.0180722891566,0.0,0.0301204819277,0.0,0.0180722891566,0.0,0.0180722891566,0.0,0.0180722891566,0.0,0.0,0.00602409638554,0.00602409638554,0.0,0.0,0.0,0.0180722891566,0.0240963855422,0.0,0.0,0.0,0.0,0.0,0.0240963855422,0.0120481927711,0.0,0.0,0.00602409638554,0.0240963855422
hypnotized,plies featuring akon,4.80291970803,0.445255474453,0.0,0.0,0.0328467153285,0.043795620438,0.0036496350365,0.0401459854015,0.0,0.014598540146,0.0,0.0,0.0109489051095,0.0036496350365,0.0036496350365,0.0036496350365,0.014598540146,0.014598540146,0.0036496350365,0.0,0.00729927007299,0.0,0.0109489051095,0.0036496350365,0.0036496350365,0.0,0.0,0.0,0.0,0.0036496350365,0.0,0.0,0.0,0.029197080292
good life,kanye west featuring tpain,4.23734177215,0.465189873418,0.0,0.0,0.0221518987342,0.0379746835443,0.00316455696203,0.0411392405063,0.0,0.0,0.00316455696203,0.0,0.0189873417722,0.0284810126582,0.00316455696203,0.0126582278481,0.00632911392405,0.0,0.0,0.0,0.0,0.0,0.00949367088608,0.0,0.0,0.0,0.00316455696203,0.00632911392405,0.00632911392405,0.00316455696203,0.00316455696203,0.0,0.0,0.0
womanizer,britney spears,4.88888888889,0.297491039427,0.0,0.0,0.0143369175627,0.00716845878136,0.00716845878136,0.0322580645161,0.0394265232975,0.0609318996416,0.0501792114695,0.0,0.0,0.0,0.00716845878136,0.0,0.00358422939068,0.00358422939068,0.00358422939068,0.0,0.0,0.0537634408602,0.00358422939068,0.00358422939068,0.00716845878136,0.0179211469534,0.00358422939068,0.010752688172,0.0,0.0,0.00358422939068,0.00358422939068,0.0,0.00358422939068
love story,taylor swift,4.96666666667,0.611111111111,0.0,0.0,0.00555555555556,0.0,0.0,0.00555555555556,0.0333333333333,0.0111111111111,0.0222222222222,0.0333333333333,0.0,0.0166666666667,0.0222222222222,0.0,0.0,0.0111111111111,0.0,0.0,0.0,0.0,0.0111111111111,0.0166666666667,0.0,0.0,0.0,0.0277777777778,0.0,0.0,0.0111111111111,0.0,0.0111111111111,0.00555555555556
just fine,mary j blige,4.4139941691,0.30612244898,0.0,0.0,0.0320699708455,0.00874635568513,0.0204081632653,0.0204081632653,0.0,0.00291545189504,0.0,0.00583090379009,0.0204081632653,0.00291545189504,0.0,0.0204081632653,0.0,0.00874635568513,0.00874635568513,0.0,0.0116618075802,0.00583090379009,0.00291545189504,0.0291545189504,0.0,0.00583090379009,0.0174927113703,0.00583090379009,0.0233236151603,0.0174927113703,0.0,0.0145772594752,0.00291545189504,0.0145772594752
piece of me,britney spears,4.87719298246,0.701754385965,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.00877192982456,0.0,0.00877192982456,0.0,0.0175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684211,0.0,0.0,0.00877192982456,0.0,0.00877192982456,0.00877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the boss,rick ross featuring tpain,4.1646778043,0.374701670644,0.0,0.0,0.0644391408115,0.0119331742243,0.00238663484487,0.0262529832936,0.0,0.00477326968974,0.00477326968974,0.00715990453461,0.00238663484487,0.0,0.00954653937947,0.00477326968974,0.0,0.00954653937947,0.00238663484487,0.0,0.0,0.0,0.0214797136038,0.0,0.0,0.0,0.0,0.00238663484487,0.00954653937947,0.0,0.0,0.0,0.0,0.0
all summer long,kid rock,5.67543859649,0.447368421053,0.0,0.0,0.0,0.00438596491228,0.0,0.0,0.0,0.0,0.0,0.0219298245614,0.0,0.0,0.0,0.0,0.00438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.00438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.00877192982456,0.0,0.0,0.00438596491228
cant help but wait,trey songz,4.32394366197,0.380281690141,0.0,0.0,0.018779342723,0.0,0.0140845070423,0.0093896713615,0.0,0.0093896713615,0.0328638497653,0.00469483568075,0.018779342723,0.0,0.018779342723,0.0093896713615,0.0328638497653,0.0,0.0093896713615,0.0,0.0,0.00469483568075,0.0,0.0516431924883,0.0,0.093896713615,0.00469483568075,0.0,0.0281690140845,0.0,0.0,0.0093896713615,0.00469483568075,0.0
in love with a girl,gavin degraw,4.89805825243,0.47572815534,0.0,0.0,0.0339805825243,0.00485436893204,0.0291262135922,0.0,0.0,0.0485436893204,0.00485436893204,0.0776699029126,0.00485436893204,0.0,0.0,0.00485436893204,0.0339805825243,0.0194174757282,0.0194174757282,0.0,0.0242718446602,0.0,0.00485436893204,0.0,0.00970873786408,0.00970873786408,0.00970873786408,0.00485436893204,0.0,0.0242718446602,0.0,0.0145631067961,0.00485436893204,0.0
my life,the game featuring lil wayne,4.85011709602,0.536299765808,0.0,0.0,0.0468384074941,0.0327868852459,0.0,0.00234192037471,0.0,0.00234192037471,0.00468384074941,0.0,0.00234192037471,0.0,0.0,0.0,0.0,0.00234192037471,0.0,0.00234192037471,0.0,0.0,0.00234192037471,0.00702576112412,0.0,0.00234192037471,0.0,0.00936768149883,0.016393442623,0.0,0.00468384074941,0.00936768149883,0.00936768149883,0.0117096018735
i remember,keyshia cole,5.3893129771,0.458015267176,0.0,0.0,0.0,0.0,0.0,0.0,0.00763358778626,0.00763358778626,0.0,0.0152671755725,0.0,0.0152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00763358778626,0.0,0.0,0.0,0.0,0.00763358778626,0.0,0.0,0.030534351145,0.0
flashing lights,kanye west featuring dwele,5.31606217617,0.632124352332,0.0,0.0,0.0103626943005,0.0259067357513,0.00518134715026,0.00518134715026,0.0,0.0673575129534,0.00518134715026,0.0155440414508,0.0155440414508,0.00518134715026,0.0,0.0,0.0,0.0,0.00518134715026,0.0,0.0,0.0,0.0,0.00518134715026,0.0,0.0103626943005,0.0,0.0,0.0,0.0,0.0155440414508,0.0,0.0155440414508,0.0
mrs officer,lil wayne featuring bobby valentino,3.79334500876,0.260945709282,0.0,0.0,0.0175131348511,0.0175131348511,0.00175131348511,0.00700525394046,0.0,0.0175131348511,0.0,0.00175131348511,0.0140105078809,0.0,0.00350262697023,0.0,0.0,0.0280210157618,0.00175131348511,0.0385288966725,0.00175131348511,0.0,0.00350262697023,0.00875656742557,0.0,0.00350262697023,0.0,0.00875656742557,0.00175131348511,0.00175131348511,0.0,0.00350262697023,0.0,0.0
7 things,miley cyrus,4.81176470588,0.552941176471,0.0,0.0,0.0117647058824,0.0352941176471,0.0235294117647,0.0,0.0176470588235,0.0411764705882,0.0117647058824,0.0294117647059,0.00588235294118,0.0,0.0,0.00588235294118,0.0,0.0176470588235,0.0176470588235,0.0,0.0,0.0294117647059,0.0,0.0,0.0176470588235,0.0,0.00588235294118,0.0117647058824,0.0,0.00588235294118,0.0,0.0,0.00588235294118,0.0
youre gonna miss this,trace adkins,4.49456521739,0.54347826087,0.0,0.0,0.0,0.0054347826087,0.0760869565217,0.0054347826087,0.0,0.0217391304348,0.0054347826087,0.0,0.0,0.0,0.0163043478261,0.0,0.0,0.0108695652174,0.0,0.0054347826087,0.0163043478261,0.054347826087,0.0,0.0,0.0217391304348,0.0054347826087,0.0760869565217,0.0163043478261,0.0,0.0163043478261,0.0,0.0,0.0163043478261,0.0
love remains the same,gavin rossdale,5.52054794521,0.58904109589,0.0,0.0,0.0,0.013698630137,0.00684931506849,0.0,0.013698630137,0.00684931506849,0.00684931506849,0.0205479452055,0.0,0.0,0.0,0.0,0.0,0.00684931506849,0.00684931506849,0.0,0.0,0.027397260274,0.0,0.0,0.0,0.0,0.0,0.00684931506849,0.0,0.0342465753425,0.0205479452055,0.0,0.00684931506849,0.0
feels like tonight,daughtry,5.064,0.48,0.0,0.0,0.032,0.088,0.032,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.0,0.0,0.008,0.008,0.024,0.008,0.048,0.0,0.0,0.0,0.0,0.008,0.008,0.008,0.0
addicted,saving abel,5.36956521739,0.384057971014,0.0,0.0,0.0144927536232,0.0217391304348,0.0,0.00724637681159,0.0144927536232,0.0144927536232,0.0,0.0144927536232,0.0,0.00724637681159,0.0,0.00724637681159,0.00724637681159,0.0579710144928,0.0,0.0,0.00724637681159,0.0724637681159,0.0,0.0,0.0,0.0144927536232,0.0,0.0,0.0,0.00724637681159,0.0,0.0,0.0652173913043,0.0
into the night,santana featuring chad kroeger,3.62946428571,0.236607142857,0.0,0.0,0.0,0.03125,0.0,0.0,0.21875,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0133928571429,0.0,0.0,0.0,0.0
heaven sent,keyshia cole,4.54181818182,0.265454545455,0.0,0.0,0.0,0.0,0.0654545454545,0.00363636363636,0.00363636363636,0.00727272727273,0.00727272727273,0.0254545454545,0.0,0.0,0.0,0.00727272727273,0.0,0.0,0.0618181818182,0.0,0.0,0.0581818181818,0.0,0.0,0.0545454545455,0.00727272727273,0.00363636363636,0.0290909090909,0.0,0.00363636363636,0.00363636363636,0.00727272727273,0.0,0.0
she got it,2 pistols featuring tpain and tay dizm,4.02754820937,0.391184573003,0.0,0.0,0.0110192837466,0.0165289256198,0.0165289256198,0.223140495868,0.0110192837466,0.0275482093664,0.00275482093664,0.00550964187328,0.0137741046832,0.0,0.00550964187328,0.0192837465565,0.00550964187328,0.0165289256198,0.0165289256198,0.00275482093664,0.0220385674931,0.0,0.0220385674931,0.00275482093664,0.0,0.0137741046832,0.0,0.0,0.0,0.0,0.0,0.0,0.00550964187328,0.00275482093664
boom boom pow,the black eyed peas,4.1098265896,0.271676300578,0.0,0.0,0.0231213872832,0.00578034682081,0.0028901734104,0.0693641618497,0.0,0.0,0.0,0.0,0.0115606936416,0.0173410404624,0.0,0.0317919075145,0.0028901734104,0.0,0.0028901734104,0.0,0.0,0.0,0.0028901734104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poker face,lady gaga,3.62962962963,0.219576719577,0.0,0.0,0.010582010582,0.0185185185185,0.021164021164,0.0185185185185,0.047619047619,0.0,0.0,0.015873015873,0.010582010582,0.0,0.00529100529101,0.0185185185185,0.0,0.0,0.00529100529101,0.0,0.0,0.0026455026455,0.00529100529101,0.0,0.0026455026455,0.0661375661376,0.015873015873,0.0,0.0,0.0,0.0,0.0,0.0026455026455,0.0
just dance,lady gaga featuring colby odonis,4.96688741722,0.443708609272,0.0,0.0,0.0,0.00331125827815,0.0331125827815,0.0264900662252,0.0165562913907,0.0,0.00331125827815,0.00662251655629,0.00331125827815,0.0,0.00662251655629,0.00662251655629,0.0,0.0,0.0,0.0,0.0,0.00331125827815,0.0,0.00993377483444,0.0,0.023178807947,0.0364238410596,0.00331125827815,0.00331125827815,0.0,0.0,0.0,0.0,0.00331125827815
i gotta feeling,the black eyed peas,4.42814371257,0.254491017964,0.0,0.0,0.00299401197605,0.00898203592814,0.0748502994012,0.0149700598802,0.00898203592814,0.0059880239521,0.00299401197605,0.0,0.0299401197605,0.0179640718563,0.0,0.0838323353293,0.0,0.0,0.00299401197605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718562874251,0.0059880239521,0.0,0.0,0.0,0.0,0.0059880239521,0.00299401197605
